1	tatanggapin	tanggap	VB	COOF	_|in|_|ta	0	_
12	hindi	hindi	RB	RF	_|_|_|_	13	_
13	mainip	inip	VB	INOF	ma|_|_|_	11	_
14	sa	sa	CC	CCT	_|_|_|_	15	_
15	paghihintay	hintay	NN	CP	pag|_|_|hi	13	_
16	ng	ng	CC	CCB	_|_|_|_	17	_
17	mahuhuling	huli	JJ	JCJD	ma|_|ng|hu	18	_
18	isda	isda	NN	CP	_|_|_|_	15	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	nagdahilang	dahilan	RB	RD	nag|_|g|_	0	_
2	namamaos	paos	RB	RD	na|_|_|ma	1	_
3	si	si	DT	PDSG	_|_|_|_	4	_
4	victoria	victoria	NN	NNP	_|_|_|_	2	_
5	kaya	kaya	CC	CCR	_|_|_|_	2	_
6	't	't	CC	CCA	_|_|_|_	5	_
7	hiniling	hiling	VB	PFOF	_|in|_|_	6	_
8	na	na	CC	CCP	_|_|_|_	7	_
9	umawit	awit	VB	INAF	um|_|_|_	8	_
10	si	si	DT	PDSG	_|_|_|_	12	_
11	maria	maria	NN	NNP	_|_|_|_	12	_
12	clara	clara	NN	NNP	_|_|_|_	9	_
13	.	.	PM	PMP	_|_|_|_	12	_

1	pinagpilitan	pilit	VB	INRF	pinag|_|an|_	0	_
2	pa	pa	RB	RI	_|_|_|_	1	_
3	rin	rin	RB	RI	_|_|_|_	2	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	lahat	lahat	PR	PRI	_|_|_|_	1	_
6	na	na	CC	CCP	_|_|_|_	1	_
7	umawit	awit	VB	INAF	um|_|_|_	6	_
8	si	si	DT	PDSG	_|_|_|_	10	_
9	maria	maria	NN	NNP	_|_|_|_	10	_
10	clara	clara	NN	NNP	_|_|_|_	7	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	tumugtog	tugtog	VB	INAF	_|um|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	dalaga	dalaga	NN	CP	_|_|_|_	1	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	alpa	alpa	NN	CP	_|_|_|_	1	_
6	at	at	CC	CCA	_|_|_|_	1	_
7	inawit	awit	VB	PFOF	in|_|_|_	6	_
8	niya	niya	PR	PRSG	_|_|_|_	7	_
9	ang	ang	DT	CD	_|_|_|_	10	_
10	kundiman	kundiman	NN	CP	_|_|_|_	7	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	naging	naging	VB	INOF	_|_|_|_	0	_
2	kasiya-siya	siya	JJ	JCJD	ka|_|_|siya	1	_
3	sa	sa	CC	CCT	_|_|_|_	4	_
4	lahat	lahat	PR	PRI	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	maganda	anda	JJ	JCJD	mag|_|_|_	10	_
7	at	at	CC	CCA	_|_|_|_	6	_
8	madamdamin	damdamin	JJ	JCJD	ma|_|_|_	7	_
9	niyang	niya	PR	PRSG	_|_|ng|_	10	_
10	tinig	tinig	NN	CP	_|_|_|_	1	_
11	hanggang	hanggang	RB	RW	_|_|_|_	1	_
12	ito	ito	PR	DM	_|_|_|_	13	_
13	ay	ay	LM	LM	_|_|_|_	11	_
14	unti-unting	unti-unting	RB	RD	_|_|_|_	15	_
15	maglaho	laho	RB	RD	mag|_|_|_	13	_
16	na	na	RB	RI	_|_|_|_	15	_
17	ikinatahimik	tahimik	JJ	JCJD	ika|in|_|_	16	_
18	ng	ng	CC	CCB	_|_|_|_	19	_
19	lahat	lahat	PR	PRI	_|_|_|_	17	_
20	.	.	PM	PMP	_|_|_|_	19	_

1	walang	wala	RB	RF	_|_|ng|_	2	_
2	anu-ano	anu-ano	PR	QIPL	_|_|_|_	3	_
3	'y	'y	LM	LM	_|_|_|_	0	_
4	napasigaw	sigaw	JJ	JCJD	napa|_|_|_	3	_
5	ang	ang	DT	CD	_|_|_|_	7	_
6	mga	mga	DT	CDPL	_|_|_|_	7	_
7	babaing	ba	NN	CP	_|_|ing|ba	4	_
8	nagsitakip	takip	VB	PFAF	nagsi|_|_|_	7	_
9	ng	ng	CC	CCB	_|_|_|_	10	_
10	tainga	tainga	NN	CP	_|_|_|_	8	_
11	sa	sa	CC	CCT	_|_|_|_	12	_
12	narinig	rinig	VB	PFAF	na|_|_|_	4	_
13	na	na	CC	CCP	_|_|_|_	12	_
14	nakatutulig	tulig	JJ	JCJD	naka|_|_|tu	13	_
15	na	na	CC	CCP	_|_|_|_	16	_
16	tunog	tunog	NN	CP	_|_|_|_	14	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	muling	muli	RB	RW	_|_|ng|_	2	_
2	nagbalik	balik	VB	PFAF	nag|_|_|_	0	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	dating	dating	JJ	JCJD	_|_|_|_	5	_
5	sigla	sigla	NN	CP	_|_|_|_	2	_
6	at	at	CC	CCA	_|_|_|_	5	_
7	tawanan	tawa	NN	CP	_|_|nan|_	6	_
8	ng	ng	CC	CCB	_|_|_|_	7	_
9	lahat	lahat	PR	PRI	_|_|_|_	8	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	nangiti	ngiti	VB	PFAF	na|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	lahat	lahat	PR	PRI	_|_|_|_	1	_
4	pati	pati	CC	CCA	_|_|_|_	1	_
5	na	na	CC	CCP	_|_|_|_	4	_
6	si	si	DT	PDSG	_|_|_|_	7	_
7	victoria	victoria	NN	NNP	_|_|_|_	4	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	inakyat	akyat	VB	PFOF	in|_|_|_	0	_
2	ng	ng	CC	CCB	_|_|_|_	4	_
3	binatilyong	binatilyo	JJ	JCJD	_|_|ng|_	4	_
4	anak	anak	NN	CP	_|_|_|_	1	_
5	ng	ng	CC	CCB	_|_|_|_	4	_
6	mangingisda	mangingisda	NN	CP	_|_|_|_	5	_
7	ang	ang	DT	CD	_|_|_|_	8	_
8	baklad	baklad	NN	CP	_|_|_|_	1	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	sabik	sabik	RB	RD	_|_|_|_	3	_
2	na	na	RB	RD	_|_|_|_	1	_
3	nakatingin	tingin	RB	RD	naka|_|_|_	0	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	lahat	lahat	PR	PRI	_|_|_|_	3	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	nakikini-kinita	nakikini-kinita	JJ	JCJD	_|_|_|_	0	_
2	nila	nila	PR	PRPL	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	7	_
4	mga	mga	DT	CDPL	_|_|_|_	7	_
5	pumapasag	pasag	VB	IMAF	_|um|_|pa	7	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	isda	isda	NN	CP	_|_|_|_	1	_
8	sa	sa	RB	RL	_|_|_|_	11	_
9	loob	loob	RB	RL	_|_|_|_	11	_
10	ng	ng	CC	CCB	_|_|_|_	9	_
11	salok	salok	NN	CP	_|_|_|_	1	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	nang	nang	RB	RW	_|_|_|_	2	_
2	ilapag	lapag	VB	INOF	i|_|_|_	6	_
3	na	na	RB	RI	_|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	salok	salok	NN	CP	_|_|_|_	2	_
6	ay	ay	LM	LM	_|_|_|_	0	_
7	wala	wala	RB	RF	_|_|_|_	11	_
8	ni	ni	RB	RI	_|_|_|_	7	_
9	isa	isa	PR	PRI	_|_|_|_	8	_
10	mang	mang	RB	RI	_|_|_|_	9	_
11	isdang	isda	NN	CP	_|_|ng|_	12	_
12	lumukso	lukso	VB	INAF	_|um|_|_	6	_
13	.	.	PM	PMP	_|_|_|_	12	_

1	muling	muli	RB	RW	_|_|ng|_	2	_
2	inihulog	hulog	VB	PFOF	ini|_|_|_	0	_
3	ni	ni	DT	PDSG	_|_|_|_	4	_
4	leong	leong	NN	NNP	_|_|_|_	2	_
5	kasintahan	sinta	NN	CP	ka|_|han|_	4	_
6	ni	ni	DT	PDSG	_|_|_|_	5	_
7	iday	iday	NN	NNP	_|_|_|_	6	_
8	ang	ang	DT	CD	_|_|_|_	9	_
9	salok	salok	NN	CP	_|_|_|_	2	_
10	sa	sa	CC	CCT	_|_|_|_	11	_
11	tubig	tubig	NN	CP	_|_|_|_	2	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	nakatitiyak	tiyak	JJ	JCJD	naka|_|_|ti	0	_
2	ba	ba	RB	RI	_|_|_|_	1	_
3	kayong	kayo	PR	PRPL	_|_|ng|_	1	_
4	limang	lima	CD	CDB	_|_|ng|_	5	_
5	araw	araw	NN	CP	_|_|_|_	1	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	itong	ito	PR	DM	_|_|ng|_	9	_
8	hindi	hindi	RB	RF	_|_|_|_	9	_
9	pinandaw	pandaw	VB	PFOF	_|in|_|_	1	_
10	?	?	PM	PMQ	_|_|_|_	9	_

1	huwag	huwag	RB	RF	_|_|_|_	3	_
2	lang	lang	RB	RI	_|_|_|_	1	_
3	engkantando	engkantando	NN	CP	_|_|_|_	6	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	lawa	lawa	NN	CP	_|_|_|_	3	_
6	ay	ay	LM	LM	_|_|_|_	0	_
7	tiyak	tiyak	RB	RT	_|_|_|_	10	_
8	ding	ding	RB	RI	_|_|_|_	7	_
9	may	may	VB	VH	_|_|_|_	10	_
10	mahuhuli	huli	VB	COOF	ma|_|_|hu	6	_
11	ako	ako	PR	PRSG	_|_|_|_	10	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	inilubog	lubog	VB	PFOF	ini|_|_|_	0	_
2	muli	muli	RB	RW	_|_|_|_	1	_
3	ni	ni	DT	PDSG	_|_|_|_	4	_
4	leon	leon	NN	NNP	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	salok	salok	NN	CP	_|_|_|_	1	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	naramdaman	naramdaman	VB	PFOF	_|_|_|_	0	_
2	niyang	niya	PR	PRSG	_|_|ng|_	1	_
3	kinalawkaw	kalawkaw	VB	PFOF	_|in|_|_	1	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	salok	salok	NN	CP	_|_|_|_	3	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	tubig	tubig	NN	CP	_|_|_|_	3	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	naghiyawan	hiyaw	VB	PFAF	nag|_|an|_	0	_
2	at	at	CC	CCA	_|_|_|_	1	_
3	natakot	takot	VB	PFAF	na|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	6	_
5	mga	mga	DT	CDPL	_|_|_|_	6	_
6	naroroon	roon	RB	RL	na|_|_|ro	1	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	nakulong	kulong	JJ	JCJD	na|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	buwaya	buwaya	NN	CP	_|_|_|_	1	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	baklad	baklad	NN	CP	_|_|_|_	3	_
6	!	!	PM	PME	_|_|_|_	5	_

1	tumayo	tayo	VB	INAF	_|um|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	bangkero	bangkero	NN	CP	_|_|_|_	1	_
4	at	at	CC	CCA	_|_|_|_	1	_
5	kumuha	kuha	VB	INAF	_|um|_|_	4	_
6	ng	ng	CC	CCB	_|_|_|_	7	_
7	lubid	lubid	NN	CP	_|_|_|_	5	_
8	saka	saka	CC	CCA	_|_|_|_	5	_
9	umakyat	akyat	VB	INAF	um|_|_|_	8	_
10	sa	sa	RB	RL	_|_|_|_	11	_
11	bubong	bubong	RB	RL	_|_|_|_	9	_
12	ng	ng	CC	CCB	_|_|_|_	13	_
13	bangka	bangka	NN	CP	_|_|_|_	9	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	siya	siya	PR	PRSG	_|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	pinakamahusay	mahusay	JJ	JCCS	pinaka|_|_|_	1	_
4	sa	sa	CC	CCT	_|_|_|_	3	_
5	lahat	lahat	PR	PRI	_|_|_|_	3	_
6	ng	ng	CC	CCB	_|_|_|_	5	_
7	nakita	kita	VB	PFAF	na|_|_|_	6	_
8	ko	ko	PR	PRSG	_|_|_|_	7	_
9	na	na	RB	RI	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	gumalaw	galaw	VB	INAF	_|um|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	tubig	tubig	NN	CP	_|_|_|_	1	_
4	at	at	CC	CCA	_|_|_|_	1	_
5	tila	tila	RB	RM	_|_|_|_	6	_
6	may	may	VB	VH	_|_|_|_	7	_
7	naglalaban	laban	VB	PFAF	nag|_|_|la	6	_
8	sa	sa	RB	RL	_|_|_|_	9	_
9	ilalim	ilalim	RB	RL	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	hindi	hindi	RB	RF	_|_|_|_	3	_
2	na	na	RB	RI	_|_|_|_	1	_
3	halos	halos	JJ	JCJD	_|_|_|_	4	_
4	humihinga	hinga	VB	IMAF	_|um|_|hi	0	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	lahat	lahat	PR	PRI	_|_|_|_	4	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	mahigpit	higpit	JJ	JCJD	ma|_|_|_	3	_
2	namang	naman	RB	RI	_|_|g|_	1	_
3	hawak	hawak	NN	CP	_|_|_|_	0	_
4	ni	ni	DT	PDSG	_|_|_|_	5	_
5	ibarra	ibarra	NN	NNP	_|_|_|_	3	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	patalim	patalim	NN	CP	_|_|_|_	3	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	ngunit	ngunit	CC	CCT	_|_|_|_	4	_
2	hindi	hindi	RB	RF	_|_|_|_	3	_
3	naglaon	laon	VB	PFAF	nag|_|_|_	1	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	lumitaw	litaw	VB	INAF	_|um|_|_	4	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	ulo	ulo	NN	CP	_|_|_|_	5	_
8	ng	ng	CC	CCB	_|_|_|_	9	_
9	binata	binata	NN	CP	_|_|_|_	5	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	umakyat	akyat	VB	INAF	um|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	piloto	piloto	NN	CP	_|_|_|_	1	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	bangka	bangka	NN	CP	_|_|_|_	1	_
6	na	na	CC	CCP	_|_|_|_	1	_
7	haltak	haltak	NN	CP	_|_|_|_	6	_
8	ang	ang	DT	CD	_|_|_|_	9	_
9	lubid	lubid	NN	CP	_|_|_|_	7	_
10	na	na	CC	CCP	_|_|_|_	9	_
11	may	may	VB	VH	_|_|_|_	10	_
12	buwayang	buwaya	NN	CP	_|_|ng|_	11	_
13	tali	tali	JJ	JCJD	_|_|_|_	12	_
14	sa	sa	CC	CCT	_|_|_|_	15	_
15	leeg	leeg	NN	CP	_|_|_|_	13	_
16	at	at	CC	CCA	_|_|_|_	15	_
17	mga	mga	DT	CDPL	_|_|_|_	19	_
18	unahang	unahang	JJ	JCJD	_|_|_|_	19	_
19	paa	paa	NN	CP	_|_|_|_	16	_
20	.	.	PM	PMP	_|_|_|_	19	_

1	napakalaki	laki	JJ	JCCS	napaka|_|_|_	2	_
2	nito	nito	PR	DM	_|_|_|_	0	_
3	at	at	CC	CCA	_|_|_|_	2	_
4	halos	halos	JJ	JCJD	_|_|_|_	5	_
5	ay	ay	LM	LM	_|_|_|_	3	_
6	may	may	VB	VH	_|_|_|_	5	_
7	lumot	lumot	NN	CP	_|_|_|_	6	_
8	na	na	CC	CCP	_|_|_|_	7	_
9	ang	ang	DT	CD	_|_|_|_	10	_
10	likod	likod	NN	CP	_|_|_|_	6	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	umatungal	atungal	VB	INAF	um|_|_|_	0	_
2	ito	ito	PR	DM	_|_|_|_	1	_
3	at	at	CC	CCA	_|_|_|_	1	_
4	inihampas	hampas	VB	PFOF	ini|_|_|_	3	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	buntot	buntot	NN	CP	_|_|_|_	4	_
7	sa	sa	RB	RL	_|_|_|_	8	_
8	bakod	bakod	RB	RL	_|_|_|_	4	_
9	ng	ng	CC	CCB	_|_|_|_	8	_
10	baklad	baklad	NN	CP	_|_|_|_	9	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	ibinuka	buka	VB	PFOF	i|in|_|_	0	_
2	nito	nito	PR	DM	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	bunganga	bunganga	NN	CP	_|_|_|_	1	_
5	at	at	CC	CCA	_|_|_|_	1	_
6	lumitaw	litaw	VB	INAF	_|um|_|_	5	_
7	ang	ang	DT	CD	_|_|_|_	9	_
8	mahahabang	habang	JJ	JCJD	ma|_|_|ha	9	_
9	ngipin	ngipin	NN	CP	_|_|_|_	6	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	ipinatong	patong	VB	PFOF	i|in|_|_	0	_
2	ng	ng	CC	CCB	_|_|_|_	3	_
3	piloto	piloto	NN	CP	_|_|_|_	1	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	buwaya	buwaya	NN	CP	_|_|_|_	1	_
6	sa	sa	RB	RL	_|_|_|_	7	_
7	tuntungan	tuntong	RB	RL	_|_|an|_	1	_
8	ng	ng	CC	CCB	_|_|_|_	7	_
9	bangka	bangka	NN	CP	_|_|_|_	8	_
10	at	at	CC	CCA	_|_|_|_	1	_
11	buong	buo	JJ	JCJD	_|_|ng|_	12	_
12	lakas	lakas	NN	CP	_|_|_|_	13	_
13	na	na	CC	CCP	_|_|_|_	14	_
14	isinara	sara	VB	PFOF	i|in|_|_	10	_
15	nito	nito	PR	DM	_|_|_|_	14	_
16	ang	ang	DT	CD	_|_|_|_	18	_
17	nakabukang	buka	JJ	JCJD	naka|_|ng|_	18	_
18	bunganga	bunganga	NN	CP	_|_|_|_	15	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	igagapos	gapos	VB	COOF	i|_|_|ga	0	_
2	na	na	CC	CCP	_|_|_|_	1	_
3	sana	sana	VB	INAF	_|_|_|_	2	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	piloto	piloto	NN	CP	_|_|_|_	1	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	bunganga	bunganga	NN	CP	_|_|_|_	1	_
8	ng	ng	CC	CCB	_|_|_|_	7	_
9	buwaya	buwaya	NN	CP	_|_|_|_	8	_
10	ngunit	ngunit	CC	CCT	_|_|_|_	1	_
11	bigla	bigla	RB	RD	_|_|_|_	13	_
12	itong	ito	PR	DM	_|_|ng|_	13	_
13	bumaluktot	baluktot	RB	RD	_|um|_|_	10	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	pinaghampasan	hampas	VB	INRF	pinag|_|an|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	buntot	buntot	NN	CP	_|_|_|_	1	_
4	at	at	CC	CCA	_|_|_|_	1	_
5	pagkatapos	tapos	RB	RW	pagka|_|_|_	6	_
6	ay	ay	LM	LM	_|_|_|_	4	_
7	biglang	bigla	RB	RD	_|_|ng|_	8	_
8	tumalon	talon	RB	RD	_|um|_|_	6	_
9	sa	sa	CC	CCT	_|_|_|_	10	_
10	tubig	tubig	NN	CP	_|_|_|_	8	_
11	na	na	CC	CCP	_|_|_|_	8	_
12	kaladkad	kaladkad	JJ	JCJD	_|_|_|_	11	_
13	ang	ang	DT	CD	_|_|_|_	14	_
14	piloto	piloto	NN	CP	_|_|_|_	12	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	nangilabot	kilabot	JJ	JCJD	nang|_|_|_	0	_
2	at	at	CC	CCA	_|_|_|_	1	_
3	napasigaw	sigaw	JJ	JCJD	napa|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	lahat	lahat	PR	PRI	_|_|_|_	3	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	hindi	hindi	RB	RF	_|_|_|_	2	_
2	nawalan	nawalan	VB	PFOF	_|_|_|_	0	_
3	ng	ng	CC	CCB	_|_|_|_	4	_
4	malay	malay	NN	CP	_|_|_|_	2	_
5	si	si	DT	PDSG	_|_|_|_	7	_
6	maria	maria	NN	NNP	_|_|_|_	7	_
7	clara	clara	NN	NNP	_|_|_|_	2	_
8	sapagkat	sapagkat	CC	CCR	_|_|_|_	2	_
9	ang	ang	DT	CD	_|_|_|_	11	_
10	mga	mga	DT	CDPL	_|_|_|_	11	_
11	pilipina	pilipina	NN	NNP	_|_|_|_	12	_
12	ay	ay	LM	LM	_|_|_|_	8	_
13	hindi	hindi	RB	RF	_|_|_|_	16	_
14	pa	pa	RB	RI	_|_|_|_	13	_
15	noon	noon	RB	RW	_|_|_|_	13	_
16	marunong	marunong	RB	RD	_|_|_|_	17	_
17	mahimatay	himatay	RB	RD	ma|_|_|_	12	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	biglang	bigla	RB	RD	_|_|ng|_	2	_
2	tumalon	talon	RB	RD	_|um|_|_	0	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	binatang	binata	NN	CP	_|_|ng|_	5	_
5	mangingisda	mangingisda	NN	CP	_|_|_|_	2	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	may	may	VB	VH	_|_|_|_	8	_
8	hawak	hawak	NN	CP	_|_|_|_	6	_
9	ng	ng	CC	CCB	_|_|_|_	10	_
10	gulok	gulok	NN	CP	_|_|_|_	8	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	maya-maya'y	maya-maya'y	RB	RW	_|_|_|_	2	_
2	lumitaw	litaw	VB	INAF	_|um|_|_	0	_
3	si	si	DT	PDSG	_|_|_|_	5	_
4	crisostomo	crisostomo	NN	NNP	_|_|_|_	5	_
5	ibarra	ibarra	NN	NNP	_|_|_|_	2	_
6	at	at	CC	CCA	_|_|_|_	2	_
7	ang	ang	DT	CD	_|_|_|_	8	_
8	piloto	piloto	NN	CP	_|_|_|_	6	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	laslas	laslas	JJ	JCJD	_|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	tiyan	tiyan	NN	CP	_|_|_|_	1	_
4	nito	nito	PR	DM	_|_|_|_	1	_
5	at	at	CC	CCA	_|_|_|_	1	_
6	may	may	VB	VH	_|_|_|_	7	_
7	saksak	saksak	JJ	JCJD	_|_|_|_	5	_
8	sa	sa	CC	CCT	_|_|_|_	9	_
9	lalamunan	lalamunan	NN	CP	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	nasiyahan	siya	VB	PFOF	na|_|han|_	0	_
2	ang	ang	DT	CD	_|_|_|_	5	_
3	mga	mga	DT	CDPL	_|_|_|_	5	_
4	nasa	nasa	RB	RL	_|_|_|_	5	_
5	bangka	bangka	RB	RL	_|_|_|_	1	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	tinulungan	tulong	VB	PFOF	_|in|an|_	0	_
2	nila	nila	PR	PRPL	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	dalawang	dalawa	JJ	JN	_|_|ng|_	5	_
5	binata	binata	NN	CP	_|_|_|_	1	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	makasampa	sampa	VB	INAF	maka|_|_|_	6	_
8	sa	sa	CC	CCT	_|_|_|_	9	_
9	bangka	bangka	NN	CP	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	samantala	samantala	CC	CCT	_|_|_|_	3	_
2	,	,	PM	PMC	_|_|_|_	3	_
3	panay	panay	JJ	JCJD	_|_|_|_	0	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	dasal	dasal	NN	CP	_|_|_|_	3	_
6	ng	ng	CC	CCB	_|_|_|_	7	_
7	matatanda	tanda	NN	CP	ma|_|_|ta	5	_
8	para	para	RB	RBB	_|_|_|_	10	_
9	sa	sa	RB	RBB	_|_|_|_	10	_
10	pasasalamat	salamat	NN	CP	pa|_|_|sa	5	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	nakalimutan	limot	JJ	JCJD	naka|_|an|_	0	_
2	tuloy	tuloy	RB	RI	_|_|_|_	1	_
3	ni	ni	DT	PDSG	_|_|_|_	4	_
4	andeng	andeng	NN	NNP	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	8	_
6	nakasalang	salang	JJ	JCJD	naka|_|_|_	8	_
7	niyang	niya	PR	PRSG	_|_|ng|_	8	_
8	sinigang	sinigang	NN	CP	_|_|_|_	1	_
9	na	na	CC	CCP	_|_|_|_	8	_
10	tatlong	tatlo	RB	RN	_|_|ng|_	11	_
11	ulit	ulit	RB	RN	_|_|_|_	13	_
12	nang	nang	RB	RN	_|_|_|_	11	_
13	kumulo	kulo	VB	INAF	_|um|_|_	9	_
14	kaya	kaya	CC	CCR	_|_|_|_	8	_
15	't	't	CC	CCA	_|_|_|_	16	_
16	natapong	tapon	JJ	JCJD	na|_|g|_	14	_
17	lahat	lahat	PR	PRI	_|_|_|_	16	_
18	ang	ang	DT	CD	_|_|_|_	19	_
19	sabaw	sabaw	NN	CP	_|_|_|_	16	_
20	.	.	PM	PMP	_|_|_|_	19	_

1	wala	wala	RB	RF	_|_|_|_	3	_
2	namang	naman	RB	RI	_|_|g|_	3	_
3	imik	imik	NN	CP	_|_|_|_	0	_
4	si	si	DT	PDSG	_|_|_|_	6	_
5	maria	maria	NN	NNP	_|_|_|_	6	_
6	clara	clara	NN	NNP	_|_|_|_	3	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	sa	sa	CC	CCT	_|_|_|_	2	_
2	uulitin	ulit	VB	COOF	_|in|_|u	3	_
3	ay	ay	LM	LM	_|_|_|_	0	_
4	huwag	huwag	RB	RF	_|_|_|_	7	_
5	na	na	RB	RI	_|_|_|_	4	_
6	ninyong	ninyo	PR	PRPL	_|_|ng|_	7	_
7	bibiruin	bibiruin	VB	COOF	_|_|_|_	3	_
8	ang	ang	DT	CD	_|_|_|_	9	_
9	diyos	diyos	NN	NNP	_|_|_|_	7	_
10	!	!	PM	PME	_|_|_|_	9	_

1	bumulong	bulong	VB	INAF	_|um|_|_	0	_
2	si	si	DT	PDSG	_|_|_|_	4	_
3	maria	maria	NN	NNP	_|_|_|_	4	_
4	clara	clara	NN	NNP	_|_|_|_	1	_
5	sa	sa	CC	CCT	_|_|_|_	6	_
6	kasintahan	sinta	NN	CP	ka|_|han|_	1	_
7	na	na	CC	CCP	_|_|_|_	8	_
8	nanginginig	nginig	VB	PFAF	na|_|_|ngi	6	_
9	ang	ang	DT	CD	_|_|_|_	10	_
10	tinig	tinig	NN	CP	_|_|_|_	8	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	tumanggi	tanggi	VB	INAF	_|um|_|_	0	_
2	na	na	RB	RI	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	mga	mga	DT	CDPL	_|_|_|_	5	_
5	matatanda	tanda	NN	CP	ma|_|_|ta	1	_
6	na	na	CC	CCP	_|_|_|_	1	_
7	magtungo	tungo	VB	INAF	mag|_|_|_	6	_
8	sa	sa	CC	CCT	_|_|_|_	11	_
9	iba	iba	PR	PRI	_|_|_|_	11	_
10	pang	pang	RB	RI	_|_|_|_	11	_
